,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Метод максимума информации,Среднее искажение выравнивания,,,,
,,,,,,,,,,,,,,,10,0.6,0.814038461538461,16,18.1403846153846,0.023291110992432,0.204377174377441
,,,,,,,,,,,,,,,20,0.15,0.250481695568401,19,25.009633911368,0.045047760009766,0.196856021881104
,,,,,,,,,,,,,,,30,0.7,0.003886693017128,9,29.8833992094862,0.056029796600342,0.219096183776855
,,,,,,,,,,,,,,,40,0.825,0.025391389432485,7,38.9843444227006,0.088666200637817,0.222165107727051
,,,,,,,,,,,,,,,50,0.66,0.022,17,48.9,0.107828855514526,0.195840120315552
,,,,,,,,,,,,,,,60,0.55,0.04435318275154,27,62.6611909650924,0.111039876937866,0.18834114074707
,,,,,,,,,,,,,,,70,0.714285714285714,0.025667828106853,20,68.2032520325203,0.155474901199341,0.194869041442871
,,,,,,,,,,,,,,,80,0.625,0.005558401639344,30,79.5553278688525,0.174660205841064,0.238739013671875
,,,,,,,,,,,,,,,90,0.555555555555556,0.006586021505376,40,82.6572580645161,0.265003204345703,0.218952178955078
,,,,,,,,,,,,,,,100,0.82,0.023094262295082,18,97.6905737704918,0.207500219345093,0.208875179290771
,,,,,,,,,,,,,,,110,0.827272727272727,0.00629977460556,19,99.4070247933884,0.219990968704224,0.187228918075562
,,,,,,,,,,,,,,,120,0.566666666666667,0.005189317106153,188,107.377281947262,0.244420289993286,0.189029216766357
